Skills,Occupation Code,Weight
Impact of decisions on Co-workers or company results,13-2099.04,73
In an enclosed vehicle or equipment,13-1041.06,73
Indoors environmentally controlled,13-2031.00,73
Letters and memos,13-1032.00,73
Level of competition,13-1111.00,73
Level of competition,13-1121.00,73
Level of competition,13-2011.02,73
Responsibility for outcomes and results,13-1121.00,73
Spend time sitting,13-1032.00,73
Spend time sitting,13-1074.00,73
Spend time sitting,13-1081.00,73
Time pressure,13-1041.04,73
Time pressure,13-2052.00,73
Achievement effort,13-1031.01,73
Achievement effort,13-1199.05,73
Achievement effort,13-2099.02,73
Adaptability flexibility,13-1041.01,73
Adaptability flexibility,13-1041.02,73
Analytical thinking,13-1199.06,73
Analytical thinking,13-2082.00,73
Concern for others,13-1031.01,73
Concern for others,13-1031.02,73
Concern for others,13-2072.00,73
Cooperation,13-1199.06,73
Independence,13-1051.00,73
Independence,13-1075.00,73
Initiative,13-2041.00,73
Initiative,13-2053.00,73
Innovation,13-1075.00,73
Leadership,13-1021.00,73
Persistence,13-1022.00,73
Persistence,13-1041.04,73
Persistence,13-2031.00,73
Persistence,13-2081.00,73
Self control,13-1081.02,73
Stress tolerance,13-1023.00,73
Stress tolerance,13-1041.02,73
Administration and management,13-1081.00,74
Administration and management,13-2011.02,74
Computers and electronics,13-2051.00,74
Customer and personal service,13-1041.02,74
Customer and personal service,13-1199.02,74
Customer and personal service,13-1199.03,74
English language,13-1041.03,74
English language,13-2099.04,74
Law and government,13-1075.00,74
Law and government,13-2021.01,74
Law and government,13-2081.00,74
Mathematics,13-2071.01,74
Establishing and maintaining interpersonal relationships,13-2082.00,74
Communicating with persons outside organization,13-1031.02,74
Getting information,13-2071.01,74
Resolving conflicts and negotiating with others,13-1023.00,74
Making decisions and solving problems,13-1199.03,74
Making decisions and solving problems,13-2051.00,74
Analyzing data or information,13-1041.02,74
Analyzing data or information,13-1075.00,74
Analyzing data or information,13-1199.04,74
Analyzing data or information,13-2041.00,74
Analyzing data or information,13-2081.00,74
Identifying objects actions and events,13-1041.07,74
Judging the qualities of things services or people,13-1011.00,74
Monitor processes materials or surroundings,13-1031.01,74
Organizing planning and prioritizing work,13-1071.00,74
Processing information,13-1199.04,74
Processing information,13-2099.02,74
Provide consultation and advice to others,13-1199.05,74
Scheduling work and activities,13-2011.02,74
Training and teaching others,13-2011.02,74
Updating and using relevant knowledge,13-1031.02,74
Updating and using relevant knowledge,13-1199.01,74
Updating and using relevant knowledge,13-2071.00,74
Updating and using relevant knowledge,13-2099.02,74
Coordinate or lead others,13-1041.04,74
Deal with external customers,13-1041.03,74
Deal with external customers,13-1081.00,74
Duration of typical work week,13-1199.03,74
Duration of typical work week,13-2072.00,74
Electronic mail,13-1041.02,74
Frequency of decision making,13-2031.00,74
Frequency of decision making,13-2071.00,74
Impact of decisions on Co-workers or company results,13-1041.06,74
Impact of decisions on Co-workers or company results,13-1199.03,74
Impact of decisions on Co-workers or company results,13-2071.00,74
Importance of being exact or accurate,13-1075.00,74
Importance of being exact or accurate,13-1081.00,74
Importance of being exact or accurate,13-1121.00,74
Importance of repeating same tasks,13-1041.02,74
Indoors environmentally controlled,13-1041.01,74
Indoors environmentally controlled,13-1111.00,74
Letters and memos,13-1041.07,74
Letters and memos,13-1199.01,74
Level of competition,13-1199.03,74
Outdoors exposed to weather,13-1041.06,74
Responsibility for outcomes and results,13-2011.02,74
Spend time sitting,13-1131.00,74
Structured versus unstructured work,13-1199.04,74
Structured versus unstructured work,13-2071.00,74
Time pressure,13-1071.00,74
Time pressure,13-1081.02,74
Time pressure,13-2041.00,74
Achievement effort,13-1031.02,74
Achievement effort,13-1041.02,74
Achievement effort,13-1041.06,74
Achievement effort,13-1081.00,74
Achievement effort,13-1161.00,74
Adaptability flexibility,13-1071.00,74
Analytical thinking,13-1071.00,74
Analytical thinking,13-1151.00,74
Analytical thinking,13-2021.01,74
Concern for others,13-1032.00,74
Concern for others,13-1111.00,74
Concern for others,13-2071.01,74
Cooperation,13-1199.02,74
Independence,13-2061.00,74
Initiative,13-1081.01,74
Innovation,13-1151.00,74
Innovation,13-2099.01,74
Persistence,13-1031.02,74
Persistence,13-1081.01,74
Persistence,13-2061.00,74
Social orientation,13-1075.00,74
Deductive reasoning,13-1031.02,75
Deductive reasoning,13-1041.01,75
Deductive reasoning,13-1041.03,75
Deductive reasoning,13-1041.04,75
Deductive reasoning,13-1041.06,75
Deductive reasoning,13-1081.00,75
Deductive reasoning,13-1111.00,75
Deductive reasoning,13-1161.00,75
Deductive reasoning,13-2011.02,75
Deductive reasoning,13-2051.00,75
Deductive reasoning,13-2052.00,75
Deductive reasoning,13-2071.01,75
Deductive reasoning,13-2081.00,75
Fluency of ideas,13-1161.00,75
Inductive reasoning,13-1041.06,75
Inductive reasoning,13-1051.00,75
Inductive reasoning,13-1081.00,75
Inductive reasoning,13-1199.04,75
Inductive reasoning,13-2021.01,75
Inductive reasoning,13-2052.00,75
Inductive reasoning,13-2061.00,75
Inductive reasoning,13-2081.00,75
Inductive reasoning,13-2099.04,75
Information ordering,13-1041.04,75
Information ordering,13-1081.00,75
Mathematical reasoning,13-1051.00,75
Mathematical reasoning,13-2011.01,75
Mathematical reasoning,13-2031.00,75
Near vision,13-1041.01,75
Near vision,13-2051.00,75
Number facility,13-1051.00,75
Number facility,13-2011.02,75
Number facility,13-2031.00,75
Number facility,13-2099.01,75
Oral comprehension,13-1022.00,75
Oral comprehension,13-1023.00,75
Oral comprehension,13-1031.01,75
Oral comprehension,13-1032.00,75
Oral comprehension,13-1041.01,75
Oral comprehension,13-1041.02,75
Oral comprehension,13-1041.04,75
Oral comprehension,13-1041.06,75
Oral comprehension,13-1051.00,75
Oral comprehension,13-1081.00,75
Oral comprehension,13-1121.00,75
Oral comprehension,13-1131.00,75
Oral comprehension,13-1161.00,75
Oral comprehension,13-1199.04,75
Oral comprehension,13-2021.01,75
Oral comprehension,13-2031.00,75
Oral comprehension,13-2051.00,75
Oral comprehension,13-2052.00,75
Oral comprehension,13-2061.00,75
Oral comprehension,13-2071.01,75
Oral comprehension,13-2072.00,75
Oral comprehension,13-2081.00,75
Oral comprehension,13-2082.00,75
Oral Expression,13-1021.00,75
Oral Expression,13-1022.00,75
Oral Expression,13-1023.00,75
Oral Expression,13-1032.00,75
Oral Expression,13-1041.01,75
Oral Expression,13-1041.02,75
Oral Expression,13-1041.04,75
Oral Expression,13-1041.06,75
Oral Expression,13-1051.00,75
Oral Expression,13-1081.00,75
Oral Expression,13-1121.00,75
Oral Expression,13-1141.00,75
Oral Expression,13-1161.00,75
Oral Expression,13-1199.02,75
Oral Expression,13-1199.04,75
Oral Expression,13-2011.02,75
Oral Expression,13-2051.00,75
Oral Expression,13-2052.00,75
Oral Expression,13-2071.00,75
Oral Expression,13-2072.00,75
Oral Expression,13-2081.00,75
Oral Expression,13-2099.04,75
Speech clarity,13-1011.00,75
Speech clarity,13-1151.00,75
Speech recognition,13-1011.00,75
Speech recognition,13-1041.03,75
Speech recognition,13-1121.00,75
Speech recognition,13-1131.00,75
Written comprehension ,13-1011.00,75
Written comprehension ,13-1023.00,75
Written comprehension ,13-1031.01,75
Written comprehension ,13-1041.01,75
Written comprehension ,13-1041.02,75
Written comprehension ,13-1041.04,75
Written comprehension ,13-1041.06,75
Written comprehension ,13-1081.00,75
Written comprehension ,13-1121.00,75
Written comprehension ,13-1151.00,75
Written comprehension ,13-1161.00,75
Written comprehension ,13-1199.05,75
Written comprehension ,13-2011.01,75
Written comprehension ,13-2031.00,75
Written comprehension ,13-2051.00,75
Written comprehension ,13-2052.00,75
Written comprehension ,13-2071.00,75
Written comprehension ,13-2071.01,75
Written comprehension ,13-2081.00,75
Written expression,13-1041.04,75
Written expression,13-1041.07,75
Written expression,13-1121.00,75
Written expression,13-1151.00,75
Written expression,13-1161.00,75
Written expression,13-1199.04,75
Written expression,13-2011.02,75
Written expression,13-2051.00,75
Written expression,13-2061.00,75
Written expression,13-2099.04,75
Administration and management,13-1131.00,75
Administration and management,13-1141.00,75
Building and construction,13-1041.04,75
Communications and media,13-1011.00,75
Customer and personal service,13-1041.06,75
Customer and personal service,13-1151.00,75
Customer and personal service,13-2021.01,75
Economics and accounting,13-2041.00,75
Engineering and technology,13-1051.00,75
Engineering and technology,13-1081.01,75
English language,13-1041.02,75
English language,13-1081.00,75
English language,13-2053.00,75
English language,13-2099.02,75
Law and government,13-1199.03,75
Mathematics,13-1021.00,75
Mathematics,13-1081.01,75
Mathematics,13-2011.02,75
Mathematics,13-2021.01,75
Sales_and_Marketing,13-1199.06,75
Active listening,13-1011.00,75
Active listening,13-1023.00,75
Active listening,13-1031.02,75
Active listening,13-1041.01,75
Active listening,13-1041.02,75
Active listening,13-1071.00,75
Active listening,13-1121.00,75
Active listening,13-1131.00,75
Active listening,13-1199.03,75
Active listening,13-2011.02,75
Active listening,13-2031.00,75
Active listening,13-2052.00,75
Active listening,13-2071.01,75
Active listening,13-2072.00,75
Active listening,13-2081.00,75
Active listening,13-2099.04,75
Complex problem solving,13-1199.04,75
Critical thinking,13-1031.02,75
Critical thinking,13-1041.01,75
Critical thinking,13-1041.03,75
Critical thinking,13-1041.04,75
Critical thinking,13-1041.06,75
Critical thinking,13-1081.00,75
Critical thinking,13-1081.01,75
Critical thinking,13-1161.00,75
Critical thinking,13-2041.00,75
Critical thinking,13-2052.00,75
Critical thinking,13-2071.01,75
Critical thinking,13-2099.02,75
Critical thinking,13-2099.04,75
Judgment and decision making,13-1041.04,75
Judgment and decision making,13-1111.00,75
Judgment and decision making,13-1199.04,75
Judgment and decision making,13-2052.00,75
Mathematics,13-1051.00,75
Monitoring,13-1151.00,75
Negotiation,13-1011.00,75
Negotiation,13-1022.00,75
Persuasion,13-1131.00,75
Reading comprehension,13-1023.00,75
Reading comprehension,13-1031.02,75
Reading comprehension,13-1041.01,75
Reading comprehension,13-1041.04,75
Reading comprehension,13-1121.00,75
Reading comprehension,13-1151.00,75
Reading comprehension,13-1161.00,75
Reading comprehension,13-2011.02,75
Reading comprehension,13-2021.01,75
Reading comprehension,13-2021.02,75
Reading comprehension,13-2051.00,75
Reading comprehension,13-2052.00,75
Reading comprehension,13-2071.01,75
Reading comprehension,13-2081.00,75
Reading comprehension,13-2099.01,75
Reading comprehension,13-2099.02,75
Reading comprehension,13-2099.04,75
Social perceptiveness,13-1011.00,75
Social perceptiveness,13-1041.03,75
Social perceptiveness,13-1151.00,75
Speaking,13-1023.00,75
Speaking,13-1041.03,75
Speaking,13-1041.04,75
Speaking,13-1041.06,75
Speaking,13-1071.00,75
Speaking,13-1111.00,75
Speaking,13-1121.00,75
Speaking,13-1199.04,75
Speaking,13-2052.00,75
Speaking,13-2071.01,75
Speaking,13-2072.00,75
Speaking,13-2099.04,75
Systems evaluation,13-1081.01,75
Systems evaluation,13-1111.00,75
Writing,13-1041.04,75
Writing,13-1111.00,75
Writing,13-1161.00,75
Establishing and maintaining interpersonal relationships,13-2031.00,75
Establishing and maintaining interpersonal relationships,13-2071.00,75
Communicating with persons outside organization,13-1031.01,75
Thinking creatively,13-1121.00,75
Resolving conflicts and negotiating with others,13-1031.02,75
Communicating with supervisors peers or subordinates,13-1031.02,75
Communicating with supervisors peers or subordinates,13-2053.00,75
Interacting with computers,13-1041.03,75
Making decisions and solving problems,13-1071.00,75
Making decisions and solving problems,13-1199.01,75
Making decisions and solving problems,13-1199.05,75
Analyzing data or information,13-2099.02,75
Developing and building teams,13-1199.04,75
Documenting recording information,13-1041.04,75
Documenting recording information,13-1051.00,75
Documenting recording information,13-1081.01,75
Documenting recording information,13-1199.03,75
Documenting recording information,13-2081.00,75
Documenting recording information,13-2082.00,75
Guiding directing and motivating subordinates,13-2011.02,75
Identifying objects actions and events,13-1021.00,75
